,ID,aspect,strdist,basarea,basin,curvature,curve_cont,curve_prof,curves,drop,rockdist,flowdir,fos,lith,elev,cohesion,slide,scarpdist,scarps,frictang,slope,slopeleg,woods,specwt
3005,3006,156.0622,20.0,5068000,17,1.505829,-0.4129463,1.092883,0.105758,20.0,0,1,1.761907,3,1060.022,10,0,126.4911,0.0,17,9.376845,576.8882,1,20
3006,3007,177.6605,0.0,5068000,17,-3.162476,0.9701427,-2.192333,0.0771175,1.666667,0,2,1.814896,3,1055.536,10,0,116.619,0.0,17,8.905628,580.3571,1,20
3007,3008,223.0736,0.0,5068000,17,0.7707825,-0.4222467,0.3485358,0.1695256,25.0,0,4,1.607444,3,1059.766,10,0,100.0,0.0,17,11.65411,584.0588,1,20
3008,3009,214.1488,20.0,5068000,17,1.164337,-0.7942626,0.3700745,0.08640222,28.33333,0,8,1.040817,3,1062.816,10,0,84.85281,0.0,17,7.542918,588.0151,1,20
3009,3010,160.8349,40.0,5068000,17,0.8894958,-0.5367077,0.3527882,0.0733147,20.0,0,2,0.9968583,3,1062.964,10,0,72.11102,0.0,17,6.260229,592.2499,1,20
3010,3011,166.1901,20.0,5068000,17,-1.324463,0.2731811,-1.051282,0.1260678,20.0,0,2,1.182727,3,1060.165,10,0,63.24555,0.0,17,9.598412,596.7897,1,20
3011,3012,201.1107,0.0,5068000,17,-0.3737793,-0.2868955,-0.6606748,0.1815995,30.0,0,4,1.016761,3,1060.712,10,0,60.0,0.0,17,12.02469,601.6638,1,20
3012,3013,223.1509,20.0,5068000,17,0.4940186,-0.7010952,-0.2070766,0.1483605,33.33333,0,8,0.9512455,3,1064.279,10,0,63.24555,0.0,17,11.38168,606.9047,1,20
3013,3014,256.0794,40.0,5068000,17,0.08377075,0.09745011,0.1812209,0.1516481,25.0,0,8,3.306764,1,1067.544,50,0,72.11102,0.0,45,11.22465,612.5483,0,25
3014,3015,278.4415,56.56854,5068000,17,0.5735168,0.3086902,0.8822071,0.1937697,31.66667,0,8,3.416617,1,1073.293,50,0,82.46211,0.0,45,16.70772,617.5197,0,25
3015,3016,288.9419,72.11102,5068000,17,1.184021,-0.4281963,0.7558247,0.182725,32.5,0,16,3.005817,1,1080.045,50,0,89.44272,0.0,45,16.42985,622.183,0,25
3016,3017,312.6011,89.44272,5068000,17,2.037903,-0.8542625,1.18364,0.1102222,25.0,0,32,3.430666,1,1084.951,50,0,100.0,0.0,45,10.39593,627.7172,1,25
3017,3018,5.783912,107.7033,5068000,17,1.996887,-1.202996,0.7938916,0.06303529,20.0,0,128,5.698333,1,1086.208,50,0,113.1371,0.0,45,8.592458,634.094,1,25
3018,3019,57.45286,107.7033,5068000,17,2.357239,-1.376417,0.9808217,0.1771406,40.0,0,1,20.08872,1,1084.183,50,0,128.0625,0.0,45,15.81792,641.312,1,25
3019,3020,75.48098,89.44272,5068000,17,0.5392761,0.2195653,0.7588415,0.2476503,37.5,0,1,4.093596,1,1075.929,50,0,141.4214,0.0,45,20.52856,649.3887,1,25
3020,3021,85.96722,72.11102,5068000,17,-1.53537,1.433827,-0.1015425,0.1519388,7.5,0,1,0.6537016,3,1068.094,10,0,156.205,0.0,17,12.37571,658.3556,1,20
3021,3022,94.64425,56.56854,5068000,17,1.568237,-1.422641,0.1455963,0.1465237,37.5,0,1,1.063231,3,1066.253,10,0,156.205,0.0,17,13.08587,668.2544,1,20
3022,3023,98.17865,40.0,5068000,17,-1.231323,1.08331,-0.1480134,0.1654789,12.5,0,1,1.05437,3,1058.732,10,0,141.4214,0.0,17,13.87597,679.1334,1,20
3023,3024,144.6808,20.0,5068000,17,-1.062195,0.3948432,-0.6673517,0.05383929,10.0,0,2,0.9926253,3,1055.798,10,0,128.0625,0.0,17,5.337176,691.0452,1,20
3024,3025,223.7106,0.0,5068000,17,-1.482208,1.272435,-0.2097736,0.131822,12.5,0,4,2.000591,3,1055.762,10,0,116.619,0.0,17,13.32639,704.0428,1,20
3025,3026,238.9857,20.0,5068000,17,-2.168488,1.879046,-0.2894413,0.327662,27.5,0,4,1.577288,3,1061.129,10,0,107.7033,0.0,17,27.34675,684.2494,1,20
3026,3027,237.7045,28.28427,5068000,17,4.077301,-2.548592,1.528709,0.3171763,68.33334,0,8,2.427996,1,1074.783,50,0,101.9804,0.0,45,24.99574,660.8375,1,25
3027,3028,228.0465,44.72136,5068000,17,0.7815552,-0.7825617,-0.001006541,0.1350691,46.66667,0,8,2.050611,1,1078.368,50,0,100.0,0.0,45,14.61026,638.718,1,25
3028,3029,233.4675,63.24555,5068000,17,-0.8373413,0.4529116,-0.3844298,0.1611124,23.33333,0,8,2.604879,1,1081.129,50,0,100.0,0.0,45,14.47082,617.9458,1,25
3029,3030,230.6902,82.46211,5068000,17,0.5668945,-0.3426593,0.2242353,0.1571769,26.66667,0,8,3.019256,1,1086.221,50,0,101.9804,0.0,45,14.23067,598.5677,1,25
3030,3031,223.9524,100.0,5068000,17,-0.07077026,0.1943425,0.1235723,0.1452112,20.0,0,8,3.428562,1,1089.247,50,0,107.7033,0.0,45,13.9237,580.6244,1,25
3031,3032,221.3316,116.619,5068000,17,-0.4786987,0.4454378,-0.03326091,0.175776,21.66667,0,8,3.940053,1,1092.434,50,0,116.619,0.0,45,16.08665,564.1512,1,25
3032,3033,227.8897,134.1641,5068000,17,-0.4564819,0.1910245,-0.2654575,0.2310014,28.33333,0,8,3.76522,1,1096.695,50,0,128.0625,0.0,45,18.39857,549.1832,1,25
3033,3034,235.1111,152.3155,5068000,17,1.653656,-1.206785,0.4468707,0.195134,43.33333,0,8,3.042265,1,1103.6,50,0,141.4214,0.0,45,16.32142,535.761,1,25
3034,3035,234.5081,156.205,5068000,17,0.1678772,-0.1138309,0.05404627,0.1206565,30.0,0,8,2.781324,1,1106.98,50,0,156.205,0.0,45,12.3061,523.9407,1,25
3035,3036,234.2229,144.222,5068000,17,-0.7050476,0.6635748,-0.0414728,0.1717699,18.33333,0,8,3.581418,1,1110.041,50,0,172.0465,0.0,45,13.97821,513.8066,1,25
3036,3037,214.1608,134.1641,5068000,17,2.671204,-1.085663,1.585541,0.1485031,30.0,0,8,3.814916,1,1115.684,50,0,188.6796,0.0,45,11.78347,505.49,1,25
3037,3038,171.7699,126.4911,5068000,17,0.7891541,-0.6505764,0.1385777,0.1488762,31.66667,0,2,3.46176,1,1114.937,50,0,205.9126,0.0,45,12.43182,480.8326,1,25
3038,3039,163.1283,121.6553,5068000,17,0.3807373,-0.4332571,-0.05251982,0.2195168,38.33333,0,2,3.009032,1,1112.952,50,0,223.6068,0.0,45,17.6453,453.6389,1,25
3039,3040,161.0359,120.0,5068000,17,0.1733398,-0.1747248,-0.001384956,0.2547739,40.0,0,4,2.516526,1,1110.102,50,0,212.6029,0.0,45,21.81571,429.029,1,25
3040,3041,164.8171,113.1371,5068000,17,-0.5092773,0.1333794,-0.3758979,0.2530071,37.5,0,4,2.312614,1,1106.818,50,0,200.0,0.0,45,22.89901,407.7033,1,25
3041,3042,172.826,100.0,5068000,17,-0.8847656,0.4301567,-0.4546089,0.2539366,37.5,0,4,2.386764,1,1104.974,50,0,188.6796,0.0,45,22.18831,390.4245,1,25
3042,3043,179.279,89.44272,5068000,17,-0.3744507,0.1221547,-0.2522959,0.2355954,35.0,0,4,2.558391,1,1104.976,50,0,178.8854,0.0,45,19.97582,377.8489,1,25
3043,3044,178.8052,82.46211,5068000,17,0.3022156,-0.1480776,0.154138,0.182012,30.0,0,4,2.671985,1,1105.846,50,0,170.8801,0.0,45,16.40764,370.3085,1,25
3044,3045,150.2536,80.0,5068000,17,1.557281,-0.3106485,1.246633,0.1737093,30.0,0,2,2.810948,1,1105.894,50,0,160.0,0.0,45,14.81321,367.7033,1,25
3045,3046,126.2972,63.24555,5068000,17,0.2978516,0.2101476,0.5079992,0.1751381,25.0,0,2,3.12639,1,1101.327,50,0,140.0,0.0,45,16.07578,369.6013,1,25
3046,3047,113.3534,44.72136,5068000,17,0.6799927,-0.09438927,0.5856034,0.1722922,27.5,0,1,3.448845,1,1097.081,50,0,120.0,0.0,45,15.67987,373.8774,1,25
3047,3048,107.7715,28.28427,5068000,17,0.2007141,-0.004216334,0.1964978,0.1764984,27.5,0,1,3.660189,1,1091.509,50,0,100.0,0.0,45,15.31559,377.4746,1,25
3048,3049,137.086,20.0,5068000,17,-1.875885,0.6361929,-1.239692,0.1122551,10.0,0,2,0.8597672,3,1085.951,10,0,80.0,0.0,17,9.170012,385.054,1,20
3049,3050,215.2107,0.0,5068000,17,-0.8638,0.485728,-0.378072,0.1340099,17.5,0,4,1.15215,3,1086.554,10,0,60.0,0.0,17,11.89828,396.205,1,20
3050,3051,224.1256,0.0,5068000,17,0.6123657,-0.2583067,0.354059,0.1749111,28.33333,0,8,1.213143,3,1091.002,10,0,40.0,0.0,17,15.31757,410.5375,1,20
3051,3052,212.8504,20.0,5068000,17,-0.08215332,0.1835684,0.1014151,0.1317888,25.0,0,8,0.8960884,3,1093.721,10,0,20.0,0.0,17,13.10434,427.7014,1,20
3052,3053,206.5749,40.0,5068000,17,-0.8999329,0.5037938,-0.3961391,0.1403332,15.0,0,8,1.006786,3,1095.194,10,0,0.0,1.0,17,11.48622,447.3864,1,20
3053,3054,211.7507,44.72136,5068000,17,-0.02270508,-0.06150172,-0.0842068,0.1164904,16.66667,0,8,1.161532,3,1097.621,10,1,20.0,0.0,17,11.19308,463.7194,1,20
3054,3055,213.6983,28.28427,5068000,17,-0.2125549,0.3717729,0.159218,0.1269686,16.66667,0,8,1.155035,3,1099.928,10,1,0.0,1.0,17,12.55109,476.5486,1,20
3055,3056,205.6711,20.0,5068000,17,-0.1701965,0.120256,-0.04994052,0.158793,20.0,0,4,1.237051,3,1102.051,10,0,20.0,0.0,17,12.50873,491.4312,1,20
3056,3057,217.8065,28.28427,5068000,17,-0.3869019,-0.169347,-0.5562488,0.1359104,21.66667,0,8,1.237558,3,1104.175,10,0,20.0,0.0,17,11.59377,501.5662,1,20
3057,3058,236.6198,44.72136,5068000,17,0.1080017,-0.3472819,-0.2392802,0.1220078,23.33333,0,8,1.106888,3,1107.973,10,0,20.0,0.0,17,11.3939,509.9632,1,20
3058,3059,248.0783,63.24555,5068000,17,-1.05835,0.6916266,-0.366723,0.1448701,15.0,0,8,1.14406,3,1111.004,10,0,20.0,0.0,17,13.74619,520.0375,1,20
3059,3060,258.7415,82.46211,5068000,17,-1.492889,1.319015,-0.1738744,0.2637793,27.5,0,16,1.06574,3,1116.979,10,0,20.0,0.0,17,23.54336,531.916,1,20
3060,3061,262.7636,101.9804,5068000,17,0.3209229,-0.6352367,-0.3143138,0.2994232,55.0,0,16,0.6240391,3,1128.351,10,0,0.0,1.0,17,25.93568,545.7209,1,20
3061,3062,260.476,121.6553,5068000,17,2.526459,-1.966788,0.5596708,0.1532084,42.5,0,16,2.29937,1,1137.181,50,0,20.0,0.0,45,13.34791,561.5526,1,25
3062,3063,220.8682,120.0,5068000,17,0.1708374,-0.01373323,0.1571042,0.02983376,8.333333,0,8,4.189391,1,1137.948,50,0,40.0,0.0,45,3.445018,572.0215,1,25
3063,3064,189.0296,100.0,5068000,17,0.006713867,0.02014457,0.02685843,0.04218676,5.0,0,4,14.05014,1,1138.074,50,0,44.72136,0.0,45,3.855122,560.5551,1,25
3064,3065,202.2932,80.0,5068000,17,-0.2553711,0.2259986,-0.02937253,0.04793497,6.666667,0,2,16.86872,1,1138.129,50,0,56.56854,0.0,45,6.340051,549.8571,1,25
3065,3066,209.5713,60.0,5068000,17,-0.1631775,0.2934089,0.1302314,0.1200529,17.5,0,4,2.710076,3,1139.384,10,0,40.0,0.0,17,9.70699,540.0,1,20
3066,3067,198.6703,40.0,5068000,17,1.358307,-0.5878888,0.770418,0.1387942,30.0,0,2,1.482689,3,1141.474,10,0,20.0,0.0,17,12.63788,531.0589,1,20
3067,3068,192.5362,20.0,5068000,17,0.0871582,-0.4677764,-0.3806182,0.229684,42.5,0,4,3.664448,1,1141.475,50,0,0.0,1.0,45,18.47386,522.4903,1,25
3068,3069,199.7337,0.0,5068000,17,0.4883728,-0.4884685,-9.57e-05,0.2825023,52.5,0,4,0.7327692,3,1143.868,10,0,20.0,0.0,17,24.36158,514.0471,1,20
3069,3070,191.1132,20.0,5068000,17,1.734772,-0.8224684,0.9123033,0.2950972,55.0,0,4,0.6268072,3,1147.38,10,0,20.0,0.0,17,23.83624,508.5917,1,20
3070,3071,175.017,20.0,5068000,17,0.223175,-0.6750254,-0.4518504,0.2348081,42.5,0,4,0.5782942,3,1147.018,10,0,0.0,1.0,17,18.34295,506.1275,1,20
3071,3072,184.8643,28.28427,5068000,17,1.749237,-1.395963,0.3532736,0.13089,35.0,0,8,0.6340449,3,1148.179,10,0,20.0,0.0,17,12.32103,506.611,1,20
3072,3073,216.3105,44.72136,5068000,17,-1.428406,0.3310207,-1.097385,0.1556184,21.66667,0,8,0.7914721,3,1147.69,10,0,20.0,0.0,17,14.24053,509.9632,1,20
3073,3074,229.939,63.24555,5068000,17,-0.5919495,0.1875635,-0.404386,0.2130526,31.66667,0,8,0.883321,3,1152.598,10,0,0.0,1.0,17,17.98184,516.0808,1,20
3074,3075,234.4673,82.46211,5068000,17,0.9393005,0.06984077,1.009141,0.2212888,33.33333,0,8,0.7670576,3,1158.8,10,0,0.0,1.0,17,19.92077,524.8445,1,20
3075,3076,217.8605,80.0,5068000,17,2.542206,-0.7617766,1.780429,0.2254729,42.5,0,4,0.7178026,3,1165.28,10,0,0.0,1.0,17,18.50074,534.6927,1,20
3076,3077,170.1849,72.11102,5068000,17,1.390442,-0.4285252,0.9619167,0.2189412,37.5,0,4,0.6873051,3,1165.576,10,0,0.0,1.0,17,17.86374,541.1019,1,20
3077,3078,164.2484,56.56854,5068000,17,-1.085876,0.1580463,-0.9278302,0.2198821,35.0,0,4,0.6857458,3,1161.761,10,0,0.0,1.0,17,18.1538,549.676,0,20
3078,3079,190.3574,40.0,5068000,17,-0.3462219,-0.2931103,-0.6393323,0.1659722,25.0,0,4,0.7364224,3,1162.291,10,0,20.0,0.0,17,15.17057,557.3214,1,20
3079,3080,203.9659,20.0,5068000,17,0.7618103,-0.4927624,0.2690479,0.1454234,26.66667,0,8,0.7950206,3,1164.86,10,0,0.0,1.0,17,13.99774,565.3922,1,20
3080,3081,216.2733,0.0,5068000,17,-1.93277,0.8747274,-1.058042,0.1355496,20.0,0,8,0.8920892,3,1165.721,10,0,0.0,1.0,17,14.30227,575.4107,1,20
3081,3082,230.9839,0.0,5068000,17,-0.6429443,0.002724436,-0.6402199,0.1788687,20.0,0,16,1.197182,5,1170.184,10,0,20.0,0.0,23,14.32288,584.9249,1,19
3082,3083,235.3158,20.0,5068000,17,0.5492859,-0.6793492,-0.1300634,0.1175314,25.0,0,8,1.099604,5,1174.998,10,0,0.0,1.0,23,11.68864,586.8293,1,19
3083,3084,221.2579,40.0,5068000,17,-0.4171143,0.2542749,-0.1628393,0.08307739,10.0,0,8,1.48921,5,1177.178,10,1,0.0,1.0,23,7.889147,589.9622,1,19
3084,3085,227.4043,56.56854,5068000,17,-0.8703918,0.3199491,-0.5504428,0.0746076,5.0,0,8,3.500095,5,1178.333,10,1,20.0,0.0,23,6.928983,592.4515,1,19
3085,3086,255.1026,60.0,5068000,17,-0.9959106,0.7164066,-0.279504,0.1435259,15.0,0,16,2.811999,5,1181.483,10,1,40.0,0.0,23,12.64011,596.2161,1,19
3086,3087,246.0171,60.0,5068000,17,0.7127075,-0.387003,0.3257045,0.1485834,30.0,0,16,1.551368,5,1187.484,10,1,56.56854,0.0,23,13.96839,601.4647,1,19
3087,3088,207.0719,60.0,5068000,17,1.361725,-0.2313038,1.130421,0.1500325,27.5,0,4,1.907472,5,1190.646,10,1,44.72136,0.0,23,12.89075,608.4587,1,19
3088,3089,199.6276,60.0,5068000,17,-0.8074036,0.1927071,-0.6146964,0.1832464,27.5,0,4,1.860779,5,1190.531,10,1,28.28427,0.0,23,16.28199,617.5036,1,19
3089,3090,208.7546,63.24555,5068000,17,-0.7306213,0.4455209,-0.2851005,0.1964266,28.33333,0,8,1.450852,5,1193.206,10,1,20.0,0.0,23,17.93382,624.7432,0,19
3090,3091,215.4826,72.11102,5068000,17,-0.7574158,0.5864553,-0.1709605,0.2112423,26.66667,0,8,1.205679,5,1196.615,10,1,0.0,1.0,23,19.19788,629.6599,0,19
3091,3092,207.8639,84.85281,5068000,17,0.3182678,0.2716634,0.5899312,0.2347331,31.66667,0,8,1.111328,5,1201.232,10,1,0.0,1.0,23,17.9994,636.619,0,19
3092,3093,191.7447,100.0,5068000,17,-0.6617432,0.5335826,-0.1281605,0.159328,25.0,0,8,1.120473,5,1202.485,10,1,20.0,0.0,23,15.09445,646.2198,0,19
3093,3094,209.7462,100.0,5068000,17,-1.718689,0.8636876,-0.8550013,0.1753695,15.0,0,4,1.289412,5,1203.519,10,1,28.28427,0.0,23,16.31619,659.116,0,19
3094,3095,224.05,101.9804,5068000,17,0.8602295,-0.3978412,0.4623883,0.2363546,32.5,0,4,1.250655,5,1209.335,10,1,20.0,0.0,23,20.85125,675.8472,0,19
3095,3096,225.396,107.7033,5068000,17,-0.5315857,0.151086,-0.3804998,0.2081839,40.0,0,8,0.9268197,5,1213.994,10,1,20.0,0.0,23,22.07823,679.4956,0,19
3096,3097,236.3085,116.619,5068000,17,-3.00769,1.10831,-1.899381,0.2717978,30.0,0,8,0.8345665,5,1218.791,10,1,0.0,1.0,23,22.33763,685.6255,0,19
3097,3098,251.6634,100.0,5068000,17,2.705078,-2.687645,0.01743312,0.1868252,52.5,0,16,0.7333368,5,1229.465,10,1,0.0,1.0,23,11.79262,689.024,0,19
3098,3099,29.71847,84.85281,74800,14,1.161133,-0.7046834,0.4564494,0.06979837,18.33333,0,128,0.8701894,18,1230.517,10,1,0.0,1.0,23,6.105242,696.1813,0,22
3099,3100,24.59685,72.11102,74800,14,-0.4916077,-0.08456945,-0.5761771,0.1207143,16.66667,0,128,2.821543,15,1228.2,10,0,20.0,0.0,17,10.80501,710.5222,0,22
3100,3101,0.2012806,63.24555,74800,14,-0.9041443,0.2818107,-0.6223335,0.1475493,20.0,0,64,1.66915,3,1227.424,10,0,40.0,0.0,17,12.97581,729.6376,0,20
3101,3102,356.2368,60.0,74800,14,1.249756,-0.5307594,0.7189965,0.1881055,35.0,0,64,1.249449,3,1229.533,10,0,60.0,0.0,17,15.91449,748.8018,0,20
3102,3103,356.219,60.0,74800,14,-0.2257385,-0.2363464,-0.4620849,0.1993869,32.5,0,64,1.151446,3,1228.989,10,0,80.0,0.0,17,17.36043,768.011,0,20
3103,3104,7.8829,63.24555,68400,16,1.892761,-0.6007742,1.291987,0.1914206,35.0,0,64,1.145155,3,1230.307,10,0,100.0,0.0,17,16.16378,775.3911,0,20
3104,3105,48.51129,63.24555,68400,16,1.078766,-0.2097653,0.8690006,0.2064075,35.0,0,1,1.12643,3,1226.821,10,0,116.619,0.0,17,17.64645,787.9575,0,20
3105,3106,67.75607,44.72136,68400,16,0.3323364,-0.1781782,0.1541582,0.2453298,45.0,0,128,0.7355434,3,1219.499,10,0,128.0625,0.0,17,23.15341,808.1003,1,20
3106,3107,66.79316,28.28427,68400,16,0.7091675,-0.4163226,0.2928449,0.2718116,51.66667,0,128,0.6170399,3,1211.273,10,0,141.4214,0.0,17,25.82987,832.3741,1,20
3107,3108,47.11436,20.0,68400,16,-1.10022,0.305312,-0.7949077,0.2293033,30.0,0,64,0.6605454,15,1202.652,10,0,156.205,0.0,17,19.15266,858.858,1,22
3108,3109,356.6629,0.0,68400,16,-1.420532,0.3637526,-1.05678,0.1869685,25.0,0,64,0.8848137,3,1200.214,10,0,169.7056,0.0,17,16.53358,886.677,1,20
3109,3110,339.6154,0.0,68400,16,-3.074738,2.661823,-0.4129142,0.3052025,27.5,0,64,0.6102133,3,1201.628,10,0,184.3909,0.0,17,25.62514,915.4144,1,20
3110,3111,330.8463,20.0,68400,16,-4.478485,3.511806,-0.9666796,0.4803459,52.5,0,64,0.3951824,3,1207.58,10,0,197.9899,0.0,17,38.43646,944.8518,1,20
3111,3112,326.5663,40.0,68400,16,-0.5202942,0.6181868,0.09789258,0.5674956,97.5,0,64,1.463526,1,1221.505,50,0,212.6029,0.0,45,47.38364,974.8625,1,25
3112,3113,326.0025,56.56854,68400,16,2.297882,-1.726148,0.5717344,0.5465859,121.6667,0,32,1.449087,1,1236.508,50,0,228.0351,0.0,45,49.04139,1005.366,1,25
3113,3114,327.5619,72.11102,68400,16,1.97998,-1.581417,0.3985633,0.4736648,116.6667,0,32,1.509321,1,1247.992,50,0,244.1311,0.0,45,44.84751,1036.307,1,25
3114,3115,331.9084,84.85281,68400,16,0.5172729,-0.5935877,-0.07631472,0.3873312,85.0,0,32,1.669413,1,1254.816,50,0,260.7681,0.0,45,37.39188,1067.645,1,25
3115,3116,341.245,100.0,68400,16,-0.2637329,-0.5503687,-0.8141016,0.3243331,60.0,0,32,1.862125,1,1259.437,50,0,277.8489,0.0,45,25.60745,1099.348,1,25
3117,3118,208.6181,20.0,5068000,17,-0.4242554,0.3795018,-0.04475359,0.09144632,10.0,0,8,3.426041,3,1055.717,10,0,116.619,0.0,17,8.233914,603.0952,0,20
3118,3119,158.47,28.28427,5068000,17,0.5328979,0.2074797,0.7403777,0.08830716,16.66667,0,2,2.173555,3,1056.854,10,0,107.7033,0.0,17,7.99288,566.0389,1,20
3119,3120,162.317,20.0,5068000,17,0.3421326,-0.6617787,-0.3196461,0.06831669,16.66667,0,2,2.141089,3,1055.071,10,0,101.9804,0.0,17,9.027659,569.1812,1,20
3120,3121,209.9944,0.0,5068000,17,-1.459839,0.6743327,-0.7855062,0.1643493,20.0,0,4,1.63278,3,1054.751,10,0,89.44272,0.0,17,13.97697,572.5411,1,20
3121,3122,205.5834,20.0,5068000,17,1.932007,-0.9602983,0.9717085,0.1804089,32.5,0,4,1.39506,3,1059.724,10,0,72.11102,0.0,17,14.59933,576.1395,1,20
3122,3123,167.7724,40.0,5068000,17,2.386749,-1.170945,1.215804,0.1521593,35.0,0,4,1.030158,3,1060.762,10,0,56.56854,0.0,17,12.28766,580.0,1,20
3123,3124,154.7687,20.0,5068000,17,0.2380371,-0.3254563,-0.08741916,0.1511859,30.0,0,2,1.184584,3,1057.289,10,0,44.72136,0.0,17,14.31077,584.1487,1,20
3124,3125,196.8736,0.0,5068000,17,-2.234009,0.2563837,-1.977625,0.1917192,27.5,0,4,1.086293,3,1054.458,10,0,40.0,0.0,17,15.30702,588.615,1,20
3125,3126,227.797,20.0,5068000,17,0.5475464,-0.7374383,-0.1898919,0.2046758,40.0,0,8,1.145234,3,1060.145,10,0,44.72136,0.0,17,17.62344,593.4314,1,20
3126,3127,244.8938,28.28427,5068000,17,-1.352783,0.6819829,-0.6708003,0.2007273,31.66667,0,8,2.805699,1,1064.326,50,0,56.56854,0.0,45,17.03656,598.6343,0,25
3127,3128,254.7777,44.72136,5068000,17,0.7992249,-0.2016409,0.5975839,0.240439,37.5,0,16,2.919415,1,1072.278,50,0,63.24555,0.0,45,19.46705,604.264,0,25
3128,3129,253.4742,63.24555,5068000,17,1.620728,-0.6526772,0.9680504,0.2014457,36.66667,0,8,2.93447,1,1079.534,50,0,72.11102,0.0,45,16.96438,610.3657,1,25
3129,3130,245.1197,82.46211,5068000,17,1.769897,-0.9373681,0.8325294,0.125025,31.66667,0,8,3.054371,1,1084.355,50,0,84.85281,0.0,45,10.10842,616.9886,1,25
3130,3131,192.1844,101.9804,5068000,17,1.351196,-0.8305538,0.5206425,0.06504171,20.0,0,8,3.710451,1,1085.804,50,0,100.0,0.0,45,2.853319,624.1875,1,25
3131,3132,98.15189,116.619,5068000,17,3.344788,-1.945414,1.399374,0.1587767,45.0,0,2,4.085908,1,1085.079,50,0,113.1371,0.0,45,14.14637,632.0215,1,25
3132,3133,95.09294,100.0,5068000,17,1.052948,0.09400742,1.146955,0.2674267,42.5,0,1,3.162035,1,1076.22,50,0,128.0625,0.0,45,22.43578,639.1229,1,25
3133,3134,97.00655,80.0,5068000,17,-1.775848,1.67904,-0.0968082,0.1632541,7.5,0,1,2.793653,1,1067.647,50,0,144.222,0.0,45,13.67975,647.1785,1,25
3134,3135,97.05212,60.0,5068000,17,1.517151,-1.481866,0.03528516,0.1529366,37.5,0,1,1.247935,3,1065.741,10,0,144.222,0.0,17,13.79571,656.2278,1,20
3135,3136,98.76981,40.0,5068000,17,-1.291687,1.318749,0.02706233,0.1602464,13.33333,0,2,0.979711,3,1057.919,10,0,128.0625,0.0,17,14.66222,666.3199,1,20
3136,3137,121.7803,20.0,5068000,17,0.5170898,-0.2879769,0.229113,0.08586805,16.66667,0,2,0.9491665,3,1055.655,10,0,113.1371,0.0,17,7.249327,677.5108,1,20
3137,3138,190.9528,0.0,5068000,17,-1.568481,0.1429978,-1.425484,0.07939856,10.0,0,2,1.667716,3,1052.778,10,0,100.0,0.0,17,9.200857,689.8586,1,20
3138,3139,230.2193,0.0,5068000,17,-1.951538,1.755568,-0.1959705,0.2527204,27.5,0,4,7.902656,1,1055.2,50,0,89.44272,0.0,45,24.43605,671.0386,1,25
3139,3140,230.5439,20.0,5068000,17,-0.6021118,0.4303732,-0.1717386,0.3588395,53.33333,0,8,3.47204,1,1065.025,50,0,82.46211,0.0,45,29.49618,647.7013,1,25
3140,3141,217.77,40.0,5068000,17,2.931824,-1.761034,1.170789,0.2910224,56.66667,0,8,2.173874,1,1074.303,50,0,80.0,0.0,45,22.65198,625.7648,1,25
3141,3142,220.9819,56.56854,5068000,17,1.35498,-1.155113,0.1998675,0.2272713,50.0,0,8,2.174068,1,1078.272,50,0,80.0,0.0,45,19.37628,605.2969,1,25
3142,3143,222.8919,72.11102,5068000,17,1.754089,-1.126629,0.6274601,0.2059943,48.33333,0,8,2.248812,1,1083.131,50,0,82.46211,0.0,45,16.97515,586.3564,1,25
3143,3144,215.6387,89.44272,5068000,17,0.7735596,-0.7068495,0.06671006,0.1749247,36.66667,0,8,2.389704,1,1085.858,50,0,89.44272,0.0,45,14.71106,568.9941,1,25
3144,3145,215.7906,107.7033,5068000,17,0.3418884,-0.2584157,0.08347271,0.1611892,31.66667,0,8,2.672766,1,1088.583,50,0,100.0,0.0,45,15.41252,553.2542,1,25
3145,3146,224.7846,126.4911,5068000,17,-1.595123,1.007071,-0.5880523,0.2081777,26.66667,0,8,2.993839,1,1091.139,50,0,113.1371,0.0,45,19.22286,539.1793,1,25
3146,3147,229.9732,145.6022,5068000,17,0.6058655,-0.2918923,0.3139732,0.2709848,38.33333,0,8,3.017299,1,1098.365,50,0,128.0625,0.0,45,21.12547,526.8166,1,25
3147,3148,222.739,141.4214,5068000,17,2.303802,-1.360618,0.9431847,0.1943196,45.0,0,8,2.701327,1,1104.718,50,0,144.222,0.0,45,16.22737,516.2278,1,25
3148,3149,213.6847,128.0625,5068000,17,0.3770752,-0.1385255,0.2385497,0.155806,31.66667,0,8,2.767379,1,1106.745,50,0,161.2451,0.0,45,15.20631,507.5008,1,25
3149,3150,194.3341,116.619,5068000,17,1.12381,-0.3017755,0.8220343,0.2201791,37.5,0,4,2.872829,1,1109.464,50,0,178.8854,0.0,45,16.80682,500.7645,1,25
3150,3151,166.099,107.7033,5068000,17,1.833557,-1.08352,0.750037,0.2327137,53.33333,0,2,2.509118,1,1109.413,50,0,196.9772,0.0,45,19.44526,481.7814,1,25
3151,3152,155.6991,101.9804,5068000,17,1.187042,-1.257772,-0.07072966,0.2963968,60.0,0,2,2.124565,1,1105.86,50,0,212.6029,0.0,45,23.50727,455.349,1,25
3152,3153,159.1046,100.0,5068000,17,1.093506,-1.162966,-0.06946055,0.323287,65.0,0,4,1.956689,1,1102.086,50,0,197.9899,0.0,45,25.7717,431.4855,1,25
